,t (s),Torsion 2nd derivative (deg/s^2)
4347,0.8695739147829566,-637.8132415562518
4348,0.8697739547909582,-640.0567122739468
4349,0.8699739947989598,-641.425019513866
4350,0.8701740348069614,-642.0171115196671
4351,0.870374074814963,-641.1050721573149
4352,0.8705741148229647,-639.4762273544791
4353,0.8707741548309662,-636.6980439860457
4354,0.8709741948389678,-633.1290013435173
4355,0.8711742348469694,-628.1384084887103
4356,0.871374274854971,-622.3940214633068
4357,0.8715743148629725,-616.0405624617559
4358,0.8717743548709742,-607.9313507020049
4359,0.8719743948789758,-599.1750796618089
4360,0.8721744348869774,-589.675416025958
4361,0.872374474894979,-578.9163759339365
4362,0.8725745149029805,-567.1994128941657
4363,0.8727745549109822,-554.7292519424233
4364,0.8729745949189838,-541.4520625048373
4365,0.8731746349269854,-527.2438759896794
4366,0.873374674934987,-512.1297737784854
4367,0.8735747149429886,-496.5996985857368
4368,0.8737747549509902,-479.5043986902801
4369,0.8739747949589918,-461.9852298889517
4370,0.8741748349669934,-443.88596481355904
4371,0.874374874974995,-425.3619986169319
4372,0.8745749149829966,-405.5442822985596
4373,0.8747749549909982,-385.4384275821276
4374,0.8749749949989998,-364.92179724967787
4375,0.8751750350070014,-343.452827185334
4376,0.875375075015003,-321.30089519424695
4377,0.8755751150230046,-299.20336194524884
4378,0.8757751550310062,-276.11591424202635
4379,0.8759751950390078,-253.02074615651466
4380,0.8761752350470094,-229.4249037146843
4381,0.876375275055011,-205.61586775984986
4382,0.8765753150630126,-181.11071074234528
4383,0.8767753550710142,-156.49778191420708
4384,0.8769753950790158,-131.69997724223703
4385,0.8771754350870175,-106.77501642639763
4386,0.877375475095019,-81.65067881581643
4387,0.8775755151030206,-56.47630533058212
4388,0.8777755551110222,-31.380801741265596
4389,0.8779755951190238,-5.833524977399666
4390,0.8781756351270255,19.40290683726057
4391,0.878375675135027,44.32936106579567
4392,0.8785757151430286,69.31886183737662
4393,0.8787757551510302,94.06993863628176
4394,0.8789757951590318,118.55041431564366
4395,0.8791758351670335,142.98160264233235
4396,0.879375875175035,167.19262990277798
4397,0.8795759151830366,191.19601609915924
4398,0.8797759551910382,214.35428393640592
4399,0.8799759951990398,237.19894908117377
4400,0.8801760352070415,260.1771805997236
4401,0.880376075215043,282.35588541548225
4402,0.8805761152230446,304.0547567064782
4403,0.8807761552310462,325.47927454715875
4404,0.8809761952390478,346.1889094142133
4405,0.8811762352470495,366.07546995468135
4406,0.881376275255051,385.8169424655097
4407,0.8815763152630526,404.5244115779071
4408,0.8817763552710542,422.8306608691176
4409,0.8819763952790558,440.1715959687833
4410,0.8821764352870574,456.98180145337835
4411,0.882376475295059,473.34809555283357
4412,0.8825765153030606,488.2731031019591
4413,0.8827765553110622,502.62110498227594
4414,0.8829765953190638,516.2848306448008
4415,0.8831766353270654,528.8283078817292
4416,0.883376675335067,540.5042658995665
4417,0.8835767153430686,551.8757751306925
4418,0.8837767553510703,561.7488072483701
4419,0.8839767953590718,571.0635582839665
4420,0.8841768353670734,579.0343645404522
4421,0.884376875375075,586.3488296510762
4422,0.8845769153830766,592.960231001875
4423,0.8847769553910783,598.1487770485124
4424,0.8849769953990798,602.5627530781238
4425,0.8851770354070814,606.0861644405851
4426,0.885377075415083,608.5572803501973
4427,0.8855771154230846,610.0096994530674
4428,0.8857771554310863,610.1985960696007
4429,0.8859771954390878,609.7741657308691
4430,0.8861772354470894,608.4253696439728
4431,0.886377275455091,605.7980778366116
4432,0.8865773154630926,602.6049129389696
4433,0.8867773554710943,598.273778953653
4434,0.8869773954790958,593.1481632958693
4435,0.8871774354870974,586.7450141843226
4436,0.887377475495099,579.3703530261344
4437,0.8875775155031006,571.0960948706346
4438,0.8877775555111023,562.3419989126908
4439,0.8879775955191038,552.0102386886126
4440,0.8881776355271054,541.1654752563575
4441,0.888377675535107,529.6364343962377
4442,0.8885777155431086,516.9699701992613
4443,0.8887777555511103,503.77536234375583
4444,0.8889777955591118,489.5435140621516
4445,0.8891778355671134,474.87413754707575
4446,0.889377875575115,459.42626931265335
4447,0.8895779155831166,442.78453660957956
4448,0.8897779555911183,425.5994092588796
4449,0.8899779955991198,408.11099638142065
4450,0.8901780356071214,389.826081548386
4451,0.890378075615123,370.7541315477308
4452,0.8905781156231246,351.4112286611008
4453,0.8907781556311263,331.40364577000247
4454,0.8909781956391278,310.84631235386524
4455,0.8911782356471294,289.8010957242838
4456,0.8913782756551311,268.0448284946168
4457,0.8915783156631326,246.5064330220359
4458,0.8917783556711343,224.22664234231996
4459,0.8919783956791358,201.50814367283127
4460,0.8921784356871374,178.76936340902256
4461,0.8923784756951391,155.69334516565465
4462,0.8925785157031406,132.44584647566649
4463,0.8927785557111423,108.73249981947768
4464,0.8929785957191438,85.08928421840173
4465,0.8931786357271454,61.31317822978674
4466,0.8933786757351471,37.39733020496588
4467,0.8935787157431486,13.46747972883835
4468,0.8937787557511502,-10.286480283917014
4469,0.8939787957591518,-33.952816463372976
4470,0.8941788357671534,-57.80208839742641
4471,0.8943788757751551,-81.24266547825076
4472,0.8945789157831566,-104.97819768407084
4473,0.8947789557911582,-128.2834968253071
4474,0.8949789957991598,-151.48995805654516
4475,0.8951790358071614,-174.5039603351852
4476,0.8953790758151631,-197.16667678546793
4477,0.8955791158231646,-219.39886569925002
4478,0.8957791558311662,-241.3637694117583
4479,0.8959791958391679,-262.7643913870068
4480,0.8961792358471694,-283.68897246077785
4481,0.8963792758551711,-304.59369463400554
4482,0.8965793158631726,-324.3172418811211
4483,0.8967793558711742,-343.88552857406836
4484,0.8969793958791759,-362.68441303388784
4485,0.8971794358871774,-381.0031770745162
4486,0.8973794758951791,-398.91159941982363
4487,0.8975795159031806,-415.7120078412061
4488,0.8977795559111822,-432.3780722530006
4489,0.8979795959191839,-447.5100387592171
4490,0.8981796359271854,-462.4798076787546
4491,0.8983796759351871,-476.42632205612705
4492,0.8985797159431886,-489.98993315832723
4493,0.8987797559511902,-502.62040689731356
4494,0.8989797959591919,-514.2054285267856
4495,0.8991798359671934,-524.8993041913435
4496,0.8993798759751951,-535.004572775809
4497,0.8995799159831966,-543.8356838729137
4498,0.8997799559911982,-552.1111587517579
4499,0.8999799959991999,-559.5712439939487
4500,0.9001800360072014,-565.82631695079
4501,0.9003800760152031,-571.259779638163
4502,0.9005801160232046,-575.7885697168601
4503,0.9007801560312062,-579.4016357450033
4504,0.9009801960392079,-582.1763333544462
4505,0.9011802360472094,-583.6669340922218
4506,0.9013802760552111,-584.4731657119927
4507,0.9015803160632127,-584.3845161297471
4508,0.9017803560712142,-583.2283298446888
4509,0.9019803960792159,-581.1418850301359
4510,0.9021804360872174,-578.185052523448
4511,0.9023804760952191,-574.0652246250605
4512,0.9025805161032207,-568.9948436740978
4513,0.9027805561112222,-563.4849624720177
4514,0.9029805961192239,-556.7513037540247
4515,0.9031806361272254,-549.031217559922
4516,0.9033806761352271,-540.6585376674216
4517,0.9035807161432287,-531.2113929127286
4518,0.9037807561512302,-521.1303264093739
4519,0.9039807961592319,-510.1286244137933
4520,0.9041808361672334,-498.09469053951904
4521,0.9043808761752351,-485.67627990776674
4522,0.9045809161832367,-472.17668709079345
4523,0.9047809561912382,-458.14377366790086
4524,0.9049809961992399,-443.28261455450547
4525,0.9051810362072414,-427.69733450699346
4526,0.905381076215243,-411.49965080714225
4527,0.9055811162232447,-394.4428525983623
4528,0.9057811562312462,-377.01798220529685
4529,0.9059811962392479,-358.7826520856481
4530,0.9061812362472494,-340.1636133049243
4531,0.906381276255251,-320.94307089937354
4532,0.9065813162632527,-301.0870190720927
4533,0.9067813562712542,-281.0207207808713
4534,0.9069813962792559,-260.47495574609894
4535,0.9071814362872574,-239.31717439027457
4536,0.907381476295259,-217.823911942684
4537,0.9075815163032607,-196.22848419719026
4538,0.9077815563112622,-174.29526118398152
4539,0.9079815963192639,-152.12802871667677
4540,0.9081816363272655,-129.60571418428677
4541,0.908381676335267,-106.72587257245425
4542,0.9085817163432687,-83.82914808149977
4543,0.9087817563512702,-61.17034117785631
4544,0.9089817963592719,-38.308496686718115
4545,0.9091818363672735,-14.88222958742498
4546,0.909381876375275,7.761575595284825
4547,0.9095819163832767,30.955582283108836
4548,0.9097819563912782,53.696166798502865
4549,0.9099819963992799,76.11591666866028
4550,0.9101820364072815,98.3321290421624
4551,0.910382076415283,120.80148717749633
4552,0.9105821164232847,142.8119776879057
4553,0.9107821564312862,164.66210937821526
4554,0.9109821964392879,186.10270334238152
4555,0.9111822364472895,207.49719467698176
4556,0.911382276455291,228.5463924386536
4557,0.9115823164632927,248.6184800695822
4558,0.9117823564712942,268.61283600202563
4559,0.9119823964792959,287.9894814778904
4560,0.9121824364872975,307.26513782650227
4561,0.912382476495299,325.8432665763681
4562,0.9125825165033007,343.73784758719484
4563,0.9127825565113022,361.25645872379704
4564,0.9129825965193039,378.27688216928345
4565,0.9131826365273055,394.1750939542592
4566,0.913382676535307,409.8717874551604
4567,0.9135827165433087,424.60480128014177
4568,0.9137827565513102,438.9582307749979
4569,0.9139827965593119,452.0441615950937
